ID registro,datasetKey_global_unique_identifier,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,Mes,Fecha,basisOfRecord,Leyenda,institutionCode,collectionCode,catalogNumber,recordNumber,rightsHolder,recordedBy
S37614680,URN:CornellLabOfOrnithology:EBIRD:OBS511390858,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2769",Amazona kawalli,,BR,Machadinho D'Oeste--PN Campos Amaz√¥nicos (Igarap√© S√£o Jo√£o),Rond√¥nia,-8.8955556,-61.5802778,9/06/17,junio,9/06/17,,Observación,eBird,,,,,
S37691598,URN:CornellLabOfOrnithology:EBIRD:OBS512479561,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2770",Amazona kawalli,,BR,"Machadinho d'Oeste--Tabajara, FloNa Rio Preto-Jacund√° - Picada Campina/Campinarana",Rond√¥nia,-8.938831,-62.093356,13/06/17,junio,13/06/17,,Observación,eBird,,,,,
S37614874,URN:CornellLabOfOrnithology:EBIRD:OBS511818051,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2771",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Campinas do Lote S√£o Miguel,Rond√¥nia,-8.925385,-62.08011,11/06/17,junio,11/06/17,,Observación,eBird,,,,,
S37616179,URN:CornellLabOfOrnithology:EBIRD:OBS511408888,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2772",Amazona kawalli,,BR,Machadinho D'Oeste--PN Campos Amaz√¥nicos (Igarap√© S√£o Jo√£o),Rond√¥nia,-8.8955556,-61.5802778,11/06/17,junio,11/06/17,,Observación,eBird,,,,,
S72255255,URN:CornellLabOfOrnithology:EBIRD:OBS966097584,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2773",Amazona kawalli,,BR,Machadinho D'Oeste--PN Campos Amaz√¥nicos (Igarap√© S√£o Jo√£o),Rond√¥nia,-8.8955556,-61.5802778,9/06/17,junio,9/06/17,,Observación,eBird,,,,,
S37691542,URN:CornellLabOfOrnithology:EBIRD:OBS512478487,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2774",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,12/06/17,junio,12/06/17,,Observación,eBird,,,,,
S37651908,URN:CornellLabOfOrnithology:EBIRD:OBS511932480,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2775",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,14/06/17,junio,14/06/17,,Observación,eBird,,,,,
S69680831,URN:CornellLabOfOrnithology:EBIRD:OBS932358440,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2776",Amazona kawalli,,BR,Machadinho d'Oeste--Vila de Tabajara,Rond√¥nia,-8.934298,-62.055953,5/08/17,agosto,5/08/17,,Observación,eBird,,,,,
S69654296,URN:CornellLabOfOrnithology:EBIRD:OBS931953724,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2777",Amazona kawalli,,BR,Machadinho d'Oeste--Vila de Tabajara,Rond√¥nia,-8.934298,-62.055953,4/08/17,agosto,4/08/17,,Observación,eBird,,,,,
S39944536,URN:CornellLabOfOrnithology:EBIRD:OBS541931990,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2778",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,8/10/17,octubre,8/10/17,,Observación,eBird,,,,,
S40028236,URN:CornellLabOfOrnithology:EBIRD:OBS543037818,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2779",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,9/10/17,octubre,9/10/17,,Observación,eBird,,,,,
S39945520,URN:CornellLabOfOrnithology:EBIRD:OBS541947235,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2780",Amazona kawalli,,BR,Machadinho d'Oeste--Igarap√© Marmelo,Rond√¥nia,-8.952952,-61.92602,10/10/17,octubre,10/10/17,,Observación,eBird,,,,,
S39945750,URN:CornellLabOfOrnithology:EBIRD:OBS541950567,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2781",Amazona kawalli,,BR,Machadinho d'Oeste--Igarap√© Marmelo,Rond√¥nia,-8.952952,-61.92602,10/10/17,octubre,10/10/17,,Observación,eBird,,,,,
S40024289,URN:CornellLabOfOrnithology:EBIRD:OBS542981739,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2782",Amazona kawalli,,BR,Machadinho d'Oeste--Estrada para 2 de novembro,Rond√¥nia,-8.925768,-62.115704,11/10/17,octubre,11/10/17,,Observación,eBird,,,,,
S40024403,URN:CornellLabOfOrnithology:EBIRD:OBS542983122,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2783",Amazona kawalli,,BR,Machadinho d'Oeste--Estrada para 2 de novembro,Rond√¥nia,-8.925768,-62.115704,8/10/17,octubre,8/10/17,,Observación,eBird,,,,,
S40134087,URN:CornellLabOfOrnithology:EBIRD:OBS544531118,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2784",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,9/10/17,octubre,9/10/17,,Observación,eBird,,,,,
S40024376,URN:CornellLabOfOrnithology:EBIRD:OBS542982822,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2785",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,10/10/17,octubre,10/10/17,,Observación,eBird,,,,,
S40028150,URN:CornellLabOfOrnithology:EBIRD:OBS543036545,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2786",Amazona kawalli,,BR,"Machadinho d'Oeste--Tabajara, FloNa Rio Preto-Jacund√° - Picada Campina/Campinarana",Rond√¥nia,-8.938831,-62.093356,9/10/17,octubre,9/10/17,,Observación,eBird,,,,,
S41457993,URN:CornellLabOfOrnithology:EBIRD:OBS562009248,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2787",Amazona kawalli,,BR,Tabajara--Campina do Jacu,Rond√¥nia,-8.9226577,-62.0925701,8/10/17,octubre,8/10/17,,Observación,eBird,,,,,
S47142904,URN:CornellLabOfOrnithology:EBIRD:OBS639077977,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2788",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,10/07/18,julio,10/07/18,,Observación,eBird,,,,,
S47140580,URN:CornellLabOfOrnithology:EBIRD:OBS639046982,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2789",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Campinas do Lote S√£o Miguel,Rond√¥nia,-8.925385,-62.08011,9/07/18,julio,9/07/18,,Observación,eBird,,,,,
S47143035,URN:CornellLabOfOrnithology:EBIRD:OBS639080009,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2790",Amazona kawalli,,BR,"Machadinho d'Oeste--Tabajara, FloNa Rio Preto-Jacund√° - Picada Campina/Campinarana",Rond√¥nia,-8.938831,-62.093356,11/07/18,julio,11/07/18,,Observación,eBird,,,,,
S47632136,URN:CornellLabOfOrnithology:EBIRD:OBS645448926,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2791",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Campinas do Lote S√£o Miguel,Rond√¥nia,-8.925385,-62.08011,30/07/18,julio,30/07/18,,Observación,eBird,,,,,
S47140707,URN:CornellLabOfOrnithology:EBIRD:OBS639048935,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2792",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,9/07/18,julio,9/07/18,,Observación,eBird,,,,,
S57315653,URN:CornellLabOfOrnithology:EBIRD:OBS774237247,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2793",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,12/06/19,junio,12/06/19,,Observación,eBird,,,,,
S57375300,URN:CornellLabOfOrnithology:EBIRD:OBS774985220,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2794",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,14/06/19,junio,14/06/19,,Observación,eBird,,,,,
S57744070,URN:CornellLabOfOrnithology:EBIRD:OBS779648361,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2795",Amazona kawalli,,BR,Tabajara--Campina do Jacu,Rond√¥nia,-8.9226577,-62.0925701,27/06/19,junio,27/06/19,,Observación,eBird,,,,,
S57855138,URN:CornellLabOfOrnithology:EBIRD:OBS781061883,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2796",Amazona kawalli,,BR,Machadinho d'Oeste--Igarap√© Marmelo,Rond√¥nia,-8.952952,-61.92602,30/06/19,junio,30/06/19,,Observación,eBird,,,,,
S57762375,URN:CornellLabOfOrnithology:EBIRD:OBS779877487,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2797",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,28/06/19,junio,28/06/19,,Observación,eBird,,,,,
S57787543,URN:CornellLabOfOrnithology:EBIRD:OBS780198060,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2798",Amazona kawalli,,BR,Machadinho d'Oeste--Igarap√© Marmelo,Rond√¥nia,-8.952952,-61.92602,29/06/19,junio,29/06/19,,Observación,eBird,,,,,
G2725732,URN:CornellLabOfOrnithology:EBIRD:OBS176691147,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2799",Amazona kawalli,,BR,Cristalino Lodge vicinity,Mato Grosso,-9.7843763,-55.7419939,20/06/12,junio,20/06/12,,Observación,eBird,,,,,
G619092,URN:CornellLabOfOrnithology:EBIRD:OBS177049746,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2800",Amazona kawalli,,BR,Cristalino Lodge vicinity,Mato Grosso,-9.7843763,-55.7419939,23/06/12,junio,23/06/12,,Observación,eBird,,,,,
G650020,URN:CornellLabOfOrnithology:EBIRD:OBS188950983,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2801",Amazona kawalli,,BR,Rio Azul Jungle Lodge,Par√°,-9.2466507,-55.9879589,15/11/08,noviembre,15/11/08,,Observación,eBird,,,,,
G650018,URN:CornellLabOfOrnithology:EBIRD:OBS189618504,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2802",Amazona kawalli,,BR,Rio Azul Jungle Lodge,Par√°,-9.2466507,-55.9879589,16/11/08,noviembre,16/11/08,,Observación,eBird,,,,,
G650017,URN:CornellLabOfOrnithology:EBIRD:OBS205132200,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2803",Amazona kawalli,,BR,Rio Azul Jungle Lodge,Par√°,-9.2466507,-55.9879589,17/11/08,noviembre,17/11/08,,Observación,eBird,,,,,
G650012,URN:CornellLabOfOrnithology:EBIRD:OBS205133136,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2804",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,18/11/08,noviembre,18/11/08,,Observación,eBird,,,,,
G650011,URN:CornellLabOfOrnithology:EBIRD:OBS205134000,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2805",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,19/11/08,noviembre,19/11/08,,Observación,eBird,,,,,
G650010,URN:CornellLabOfOrnithology:EBIRD:OBS189811525,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2806",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,20/11/08,noviembre,20/11/08,,Observación,eBird,,,,,
G650009,URN:CornellLabOfOrnithology:EBIRD:OBS189828773,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2807",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,21/11/08,noviembre,21/11/08,,Observación,eBird,,,,,
G708916,URN:CornellLabOfOrnithology:EBIRD:OBS213444561,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2808",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,8/10/13,octubre,8/10/13,,Observación,eBird,,,,,
G882004,URN:CornellLabOfOrnithology:EBIRD:OBS249690028,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2809",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,1/05/14,mayo,1/05/14,,Observación,eBird,,,,,
G886508,URN:CornellLabOfOrnithology:EBIRD:OBS250479636,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2810",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,2/05/14,mayo,2/05/14,,Observación,eBird,,,,,
G886507,URN:CornellLabOfOrnithology:EBIRD:OBS250511867,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2811",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,3/05/14,mayo,3/05/14,,Observación,eBird,,,,,
G986485,URN:CornellLabOfOrnithology:EBIRD:OBS269388903,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2812",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,28/08/14,agosto,28/08/14,,Observación,eBird,,,,,
G996321,URN:CornellLabOfOrnithology:EBIRD:OBS271294737,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2813",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,8/08/14,agosto,8/08/14,,Observación,eBird,,,,,
G996312,URN:CornellLabOfOrnithology:EBIRD:OBS271295002,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2814",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,11/08/14,agosto,11/08/14,,Observación,eBird,,,,,
G996324,URN:CornellLabOfOrnithology:EBIRD:OBS271295398,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2815",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,7/08/14,agosto,7/08/14,,Observación,eBird,,,,,
G996316,URN:CornellLabOfOrnithology:EBIRD:OBS271295751,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2816",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,10/08/14,agosto,10/08/14,,Observación,eBird,,,,,
G1031550,URN:CornellLabOfOrnithology:EBIRD:OBS273186822,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2817",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,2/09/14,septiembre,2/09/14,,Observación,eBird,,,,,
G1010807,URN:CornellLabOfOrnithology:EBIRD:OBS273980539,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2818",Amazona kawalli,,BR,Alta Floresta--√°rea geral,Mato Grosso,-9.8778813,-56.0866041,30/07/14,julio,30/07/14,,Observación,eBird,,,,,
G5324103,URN:CornellLabOfOrnithology:EBIRD:OBS274658238,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2819",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,4/10/14,octubre,4/10/14,,Observación,eBird,,,,,
G5324107,URN:CornellLabOfOrnithology:EBIRD:OBS274817898,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2820",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,5/10/14,octubre,5/10/14,,Observación,eBird,,,,,
G5324108,URN:CornellLabOfOrnithology:EBIRD:OBS274987969,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2821",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,6/10/14,octubre,6/10/14,,Observación,eBird,,,,,
G1085873,URN:CornellLabOfOrnithology:EBIRD:OBS284745312,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2822",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,17/08/10,agosto,17/08/10,,Observación,eBird,,,,,
G1348817,URN:CornellLabOfOrnithology:EBIRD:OBS331982630,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2823",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Campinas do Lote S√£o Miguel,Rond√¥nia,-8.925385,-62.08011,9/07/15,julio,9/07/15,,Observación,eBird,,,,,
G1349492,URN:CornellLabOfOrnithology:EBIRD:OBS331983898,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2824",Amazona kawalli,,BR,"Machadinho d'Oeste--Tabajara, FloNa Rio Preto-Jacund√° - Picada Campina/Campinarana",Rond√¥nia,-8.938831,-62.093356,9/07/15,julio,9/07/15,,Observación,eBird,,,,,
G1351761,URN:CornellLabOfOrnithology:EBIRD:OBS331985401,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2825",Amazona kawalli,,BR,Machadinho d'Oeste--2 de Novembro - Picada do Varj√£o,Rond√¥nia,-8.855433,-62.178553,10/07/15,julio,10/07/15,,Observación,eBird,,,,,
G1350787,URN:CornellLabOfOrnithology:EBIRD:OBS332227293,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2826",Amazona kawalli,,BR,Machadinho d'Oeste--Tabajara - Ramal do Caldeir√£o,Rond√¥nia,-8.921356,-62.081791,11/07/15,julio,11/07/15,,Observación,eBird,,,,,
G1373636,URN:CornellLabOfOrnithology:EBIRD:OBS334039186,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2827",Amazona kawalli,,BR,Rio Machado/Jiparan√°--Trecho entre Fazenda Vista Linda e Igarap√© S√£o Jo√£o,Rond√¥nia,-8.959675,-61.522706,13/07/15,julio,13/07/15,,Observación,eBird,,,,,
G1373630,URN:CornellLabOfOrnithology:EBIRD:OBS334552293,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2828",Amazona kawalli,,BR,Machadinho D'Oeste--PN Campos Amaz√¥nicos (Igarap√© S√£o Jo√£o),Rond√¥nia,-8.8955556,-61.5802778,12/07/15,julio,12/07/15,,Observación,eBird,,,,,
G1373631,URN:CornellLabOfOrnithology:EBIRD:OBS334563105,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2829",Amazona kawalli,,BR,Machadinho D'Oeste--PN Campos Amaz√¥nicos (Igarap√© S√£o Jo√£o),Rond√¥nia,-8.8955556,-61.5802778,12/07/15,julio,12/07/15,,Observación,eBird,,,,,
G1373634,URN:CornellLabOfOrnithology:EBIRD:OBS334798540,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2830",Amazona kawalli,,BR,Machadinho d'Oeste--Alto do Bode,Rond√¥nia,-8.948254,-61.525878,12/07/15,julio,12/07/15,,Observación,eBird,,,,,
G1369613,URN:CornellLabOfOrnithology:EBIRD:OBS335058634,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2831",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,4/08/15,agosto,4/08/15,,Observación,eBird,,,,,
G1369614,URN:CornellLabOfOrnithology:EBIRD:OBS335058980,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2832",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,5/08/15,agosto,5/08/15,,Observación,eBird,,,,,
G1383943,URN:CornellLabOfOrnithology:EBIRD:OBS337812000,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2833",Amazona kawalli,,BR,Cristalino Lodge--Torre 2 and trail,Mato Grosso,-9.6007896,-55.9228429,21/08/15,agosto,21/08/15,,Observación,eBird,,,,,
G1390609,URN:CornellLabOfOrnithology:EBIRD:OBS338037404,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2834",Amazona kawalli,,BR,Cristalino Lodge--Serra Trail,Mato Grosso,-9.5856519,-55.9198437,23/08/15,agosto,23/08/15,,Observación,eBird,,,,,
G1499495,URN:CornellLabOfOrnithology:EBIRD:OBS338489991,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2835",Amazona kawalli,,BR,Rio Cristalino--general area and historical lists,Mato Grosso,-9.5972613,-55.9311079,17/08/15,agosto,17/08/15,,Observación,eBird,,,,,
G1393883,URN:CornellLabOfOrnithology:EBIRD:OBS338995606,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2836",Amazona kawalli,,BR,Cristalino Lodge--Torre 1,Mato Grosso,-9.5987073,-55.9367341,24/08/15,agosto,24/08/15,,Observación,eBird,,,,,
G2203225,URN:CornellLabOfOrnithology:EBIRD:OBS419627016,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2837",Amazona kawalli,,BR,Tupana Lodge,Amazonas,-4.0736391,-60.6699666,14/07/16,julio,14/07/16,,Observación,eBird,,,,,
G2203239,URN:CornellLabOfOrnithology:EBIRD:OBS420940599,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,,SPECIES,"Amazona kawalli Grantsau & Camargo, 2838",Amazona kawalli,,BR,Tupana Lodge,Amazonas,-4.0736391,-60.6699666,15/07/16,julio,15/07/16,,Observación,eBird,,,,,
