GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS654203682	2020-09-23 11:03:43	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2018-09-03	15:48:00	obsr142759	S48291819	Traveling	P22	EBIRD	123	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS663508473	2019-08-19 11:52:32	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2018-10-03	06:23:00	obsr412230	S48964339	Traveling	P22	EBIRD	203	6.000		4	1		0	1	0		with Greg and Barbara Baker, Carlão from Rio Azul. Birds recorded on the river downstream from the lodge to as far as the beginning of the rapids series.		
URN:CornellLabOfOrnithology:EBIRD:OBS668633216	2018-10-20 19:31:56	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2018-10-02	05:03:00	obsr412230	S49327315	Stationary	P21	EBIRD	50			3	1		0	1	0		Lodge clearing.		
URN:CornellLabOfOrnithology:EBIRD:OBS679840961	2021-02-09 07:57:49.762964	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Pará	BR-PA							Thaimaçu Lodge--Canopy Tower	L8181335	H	-8.9349722	-56.5926944	2018-11-24	07:40:00	obsr601274	S50190909	Stationary	P21	EBIRD	140			4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS739903791	2019-08-19 11:52:43	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2019-04-10	05:30:00	obsr412230	S55042987	Traveling	P22	EBIRD_CAN	325	1.500		2	1		0	1	0		with Andy. Lodge clearing area and trail in campinarana parallel to the entrance track, then returning along the entrance track.		
URN:CornellLabOfOrnithology:EBIRD:OBS773838979	2019-08-19 11:52:43	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2019-06-08	05:10:00	obsr412230	S57284009	Traveling	P22	EBIRD_CAN	460	2.500		3	1		0	1	0		with Lucas Kaaij and Maaike. Birds recorded in the lodge clearing (to ca. 06h05) then down the Old Boat trail to the logging tracks on the neighbouring Fazenda Rio Azul. Good activity throughout the morning, though largely limited to canopy species. Also had a Tapir sighting as one lumbered down the track toward us.		
URN:CornellLabOfOrnithology:EBIRD:OBS775842671	2019-11-09 19:58:48	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2019-06-16	05:45:00	obsr658602	S57439422	Traveling	P22	EBIRD	152	0.805		4	1	G4288686	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS773675795	2019-08-29 17:47:50	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2019-06-10	15:00:00	obsr658602	S57271585	Traveling	P22	EBIRD	169	1.609		4	1	G4271763	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS775842699	2019-11-09 19:58:48	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2019-06-16	05:45:00	obsr568891	S57439423	Traveling	P22	EBIRD	152	0.805		4	1	G4288686	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS775241854	2019-11-09 19:31:26	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2019-06-15	06:01:00	obsr658602	S57395089	Stationary	P21	EBIRD	285			4	1	G4283867	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS773675819	2019-08-29 17:47:50	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2019-06-10	15:00:00	obsr568891	S57271586	Traveling	P22	EBIRD	169	1.609		4	1	G4271763	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS775241899	2019-11-09 19:31:26	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2019-06-15	06:01:00	obsr568891	S57395090	Stationary	P21	EBIRD	285			4	1	G4283867	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS786741686	2019-08-19 11:52:33	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2019-07-05	05:43:00	obsr641575	S58311462	Traveling	P22	EBIRD	167	2.000		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS787945423	2019-08-19 11:52:33	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2019-07-20	05:40:00	obsr360030	S58407803	Traveling	P22	EBIRD_BRA	300	4.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS781178240	2020-09-23 11:03:51	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2019-07-01	09:11:00	obsr601274	S57841577	Traveling	P22	EBIRD	159	4.010		1	1		0	1	0		Trilha do Pomar/Barreiro. Sol, calor		
URN:CornellLabOfOrnithology:EBIRD:OBS786555984	2019-09-21 07:39:44	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2019-07-02	06:19:00	obsr641575	S58296371	Traveling	P22	EBIRD	311	5.200		6	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS799733824	2019-08-30 12:17:04	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Thaimaçu--Trilha da Água Limpa	L9822252	H	-9.0558270	-56.5809580	2019-08-29	05:40:00	obsr536027	S59375349	Traveling	P22	EBIRD	281	5.027		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS796685838	2019-08-21 12:52:39	12309	species	Kawall's Parrot	Amazona kawalli			5				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2019-08-20	05:37:00	obsr624240	S59139258	Stationary	P21	EBIRD	172			2	1	G4446464	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS796982148	2019-08-21 21:04:51	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Thaimaçu--Trilha da Água Limpa	L9822252	H	-9.0558270	-56.5809580	2019-08-21	05:45:00	obsr536027	S59163755	Traveling	P22	EBIRD	353	7.081		2	1	G4449561	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS799223541	2020-07-14 21:18:02	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Thaimaçu--Trilha da Água Limpa	L9822252	H	-9.0558270	-56.5809580	2019-08-28	05:43:00	obsr536027	S59334590	Traveling	P22	EBIRD	356	7.026		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS797433086	2021-02-09 14:29:46.737027	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Thaimaçu--Estrada do Alexandre	L9824547	H	-9.0338890	-56.6270890	2019-08-22	05:54:00	obsr624240	S59200114	Traveling	P22	EBIRD	253	4.740		3	1	G4453128	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS800161846	2020-07-14 21:17:48	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Pará	BR-PA							Thaimaçu--Torre de Observação	L9824610	H	-9.0682080	-56.5927940	2019-08-31	05:59:00	obsr536027	S59407389	Stationary	P21	EBIRD	115			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS796985657	2019-08-21 21:04:51	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Thaimaçu--Trilha da Água Limpa	L9822252	H	-9.0558270	-56.5809580	2019-08-21	05:45:00	obsr624240	S59164039	Traveling	P22	EBIRD	353	7.081		2	1	G4449561	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS799037473	2019-08-27 21:28:50	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Thaimaçu--Trilha da Água Limpa	L9822252	H	-9.0558270	-56.5809580	2019-08-27	06:00:00	obsr504886	S59320074	Traveling	P22	EBIRD	300	3.000		4	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS799735476	2019-08-30 12:22:09	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Thaimaçu--Torre de Observação	L9824610	H	-9.0682080	-56.5927940	2019-08-29	16:37:00	obsr536027	S59375474	Stationary	P21	EBIRD	77			4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS796585273	2019-08-25 19:23:28	12309	species	Kawall's Parrot	Amazona kawalli			5				Brazil	BR	Pará	BR-PA							Thaimaçu--Torre de Observação	L9824610	H	-9.0682080	-56.5927940	2019-08-20	05:37:00	obsr536027	S59130856	Stationary	P21	EBIRD	173			2	1	G4446464	0	1	0		Passarinhando na companhia do do meu grande amigo, Andre De Luca.		
URN:CornellLabOfOrnithology:EBIRD:OBS797128595	2021-02-22 18:00:02.14728	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Thaimaçu--Estrada do Alexandre	L9824547	H	-9.0338890	-56.6270890	2019-08-22	05:54:00	obsr536027	S59175863	Traveling	P22	EBIRD	253	4.740		3	1	G4453128	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS815441249	2019-10-13 20:41:41	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2019-10-11	15:35:00	obsr359676	S60542626	Traveling	P22	EBIRD	118	6.309		9	1	G4574616	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS815380124	2019-10-21 09:34:40	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2019-10-11	15:35:00	obsr50466	S60538358	Traveling	P22	EBIRD	118	6.309		9	1	G4574616	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS822003767	2019-10-28 21:07:17	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							BR-PA-Novo Progresso (-9,4157,-56,0873)	L10090911	P	-9.4157240	-56.0873090	2019-10-20	14:12:00	obsr536027	S61010919	Incidental	P20	EBIRD				5	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS815380049	2019-10-13 20:41:41	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2019-10-11	15:35:00	obsr156821	S60538356	Traveling	P22	EBIRD	118	6.309		9	1	G4574616	0	1	0		Cloudy with 75 percent cloud cover, 76 degrees, gusty breeze at 3 to 5 miles per hour, 85 percent humidity. Boat trip on the Rio Azul.		
URN:CornellLabOfOrnithology:EBIRD:OBS844315676	2020-08-26 18:07:08	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8723249	P	-6.6475150	-51.9995430	2019-12-21	06:47:00	obsr1304231	S62801327	Traveling	P22	EBIRD	807	80.000		4	1	G4804663	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844315918	2020-05-25 13:00:24	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8776225	P	-6.9571830	-52.5515850	2019-12-23	06:24:00	obsr1304231	S62801335	Traveling	P22	EBIRD	433	80.000		4	1	G4804667	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844112709	2020-05-28 20:56:05	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8776225	P	-6.9571830	-52.5515850	2019-12-22	06:09:00	obsr762013	S62561678	Traveling	P22	EBIRD	830	45.000		4	1	G4804665	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844113259	2020-08-26 18:07:08	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8723249	P	-6.6475150	-51.9995430	2019-12-21	06:47:00	obsr762013	S62561625	Traveling	P22	EBIRD	807	80.000		4	1	G4804663	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844114349	2020-05-25 13:00:24	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8776225	P	-6.9571830	-52.5515850	2019-12-23	06:24:00	obsr762013	S62561707	Traveling	P22	EBIRD	433	80.000		4	1	G4804667	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844176103	2020-05-25 13:00:24	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8776225	P	-6.9571830	-52.5515850	2019-12-23	06:24:00	obsr912429	S62790685	Traveling	P22	EBIRD	433	80.000		4	1	G4804667	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844175638	2020-08-26 18:07:08	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8723249	P	-6.6475150	-51.9995430	2019-12-21	06:47:00	obsr912429	S62790660	Traveling	P22	EBIRD	807	80.000		4	1	G4804663	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844315783	2020-07-24 17:18:37	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8776225	P	-6.9571830	-52.5515850	2019-12-22	06:09:00	obsr1304231	S62801331	Traveling	P22	EBIRD	830	45.000		4	1	G4804665	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS844175878	2020-07-24 17:18:37	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							São Félix do Xingu - PA	L8776225	P	-6.9571830	-52.5515850	2019-12-22	06:09:00	obsr912429	S62790675	Traveling	P22	EBIRD	830	45.000		4	1	G4804665	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS918227297	2020-05-28 20:56:10	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							São Félix do Xingu--área geral	L9468382	H	-6.6478232	-51.9957935	2020-05-09	05:03:00	obsr912429	S68807347	Stationary	P21	EBIRD	1080			4	1	G5310106	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS919024628	2020-05-28 20:56:10	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							São Félix do Xingu--área geral	L9468382	H	-6.6478232	-51.9957935	2020-05-09	05:03:00	obsr1690156	S68858458	Stationary	P21	EBIRD	1080			4	1	G5310106	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS918296630	2020-05-21 21:22:47	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							São Félix do Xingu--área geral	L9468382	H	-6.6478232	-51.9957935	2020-05-09	05:03:00	obsr973811	S68811441	Stationary	P21	EBIRD	1080			4	1	G5310106	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS918219049	2020-05-28 20:56:10	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							São Félix do Xingu--área geral	L9468382	H	-6.6478232	-51.9957935	2020-05-09	05:03:00	obsr1304231	S68806871	Stationary	P21	EBIRD	1080			4	1	G5310106	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS732794995	2020-10-15 17:37:29	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							PARNA Mapinguari--Igarapé São Lourenço	L8961706	H	-9.4138889	-64.9422222	2002-02-06	05:00:00	obsr601274	S54490901	Historical	P62	EBIRD				2	1		0	1	0		Birds recorded during an inventory carried from 6-18 January 2002. See Olmos, F., L. F. Silveira & G. A. Benedicto. 2011. A contribution to the ornithology of Rondonia, southwest of Brazilian Amazon. Revista Brasileira de Ornitologia 19(2): 200-229.		
URN:CornellLabOfOrnithology:EBIRD:OBS274797174	2019-01-11 19:41:55	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							Rio Ji-Paraná--Cachoeira 2 de Novembro	L3109245	H	-8.9048297	-62.1762121	2013-07-11		obsr458272	S20040256	Incidental	P20	EBIRD					0		0	1	0		Spectacle of hundreds of parrots/parakeets descending onto the exposed rocks around the waterfall to feed of the algae. Truly spectacular but seems to be seasonal, as this was seen during July. In October and January when we returned a 2nd and 3rd time it was not seen again.		
URN:CornellLabOfOrnithology:EBIRD:OBS430146050	2020-05-27 22:00:38	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							BR-RO-Machadinho d'Oeste-Rio Machado ou Ji Paraná - -8,8388x-62,2055	L4927467	P	-8.8387940	-62.2055240	2013-09-25	06:00:00	obsr547477	S31604796	Traveling	P22	EBIRD	350	1.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS431105540	2018-08-22 10:52:57	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							BR-RO-Machadinho d'Oeste-Rio Machado ou Ji Paraná - -8,8146x-62,2164	L4937716	P	-8.8145560	-62.2163650	2013-09-26	06:00:00	obsr547477	S31678465	Traveling	P22	EBIRD	350	4.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS274373948	2020-05-27 22:00:26	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							PN dos Campos Amazônicos - rio Ji-Paraná N bank	L3105324	H	-9.0214905	-61.7877102	2013-10-08	05:00:00	obsr458272	S20011037	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS274378568	2019-09-28 22:14:37	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							PN dos Campos Amazônicos -- rio Ji-Paraná S bank	L3105380	H	-9.0525994	-61.8490791	2013-10-04	05:00:00	obsr458272	S20011361	Incidental	P20	EBIRD				2	0		0	1	0			Voice recorded, available on request	
URN:CornellLabOfOrnithology:EBIRD:OBS302629742	2020-10-15 17:37:19	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							Machadinho d'Oeste--Fazenda Vista Linda	L3482257	H	-8.9931722	-61.5745333	2014-03-30	15:00:00	obsr536027	S22312080	Incidental	P20	EBIRD				4	0		0	1	0		Observações fortuitas nas imediações do nosso acampamento.--Na agradabilíssima companhia dos grandes amigos Andre Grassi, Vitor Torga Lombardi e Gustavo Gonsioroski.		
URN:CornellLabOfOrnithology:EBIRD:OBS302606373	2021-03-10 18:49:33.632622	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)	L3481179	H	-8.8955556	-61.5802778	2014-03-30	05:30:00	obsr536027	S22310279	Traveling	P22	EBIRD	360	10.000		4	1		0	1	0		Margem direita do rio Machado, também conhecido como rio Jiparaná.--Durante uma das expedições ornitológicas mais chocantes, inesquecíveis e proveitosas que já tive a honra de participar. Na ótima companhia dos queridos e grandes amigos: Vitor Torga, André Grassi e Gustavo Gonsioroski.		
URN:CornellLabOfOrnithology:EBIRD:OBS302507526	2021-03-10 18:49:33.632622	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)	L3481179	H	-8.8955556	-61.5802778	2014-03-28	06:00:00	obsr536027	S22302164	Traveling	P22	EBIRD	480	10.000		4	1		0	1	0		Na agradabilíssima companhia dos grandes amigos André Grassi, Vitor Torga Lombardi e Gustavo Gonsioroski.--Observações na margem direita do rio Jiparaná, também conhecido como rio Machado.		
URN:CornellLabOfOrnithology:EBIRD:OBS302593779	2020-10-15 17:37:19	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							Machadinho d'Oeste--Fazenda Vista Linda	L3482257	H	-8.9931722	-61.5745333	2014-03-28	15:30:00	obsr536027	S22309244	Incidental	P20	EBIRD				4	0		0	1	0		Margem esquerda do rio Jiparaná, também conhecido como rio Machado.--Observações fortuitas nas imediações do nosso acampamento.--Durante uma das expedições ornitológicas mais chocantes, inesquecíveis e proveitosas que já tive a honra de participar. Na ótima companhia dos queridos e grandes amigos: Vitor Torga, André Grassi e Gustavo Gonsioroski.		
URN:CornellLabOfOrnithology:EBIRD:OBS302638266	2020-05-27 22:00:28	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)	L3481179	H	-8.8955556	-61.5802778	2014-03-31	06:00:00	obsr536027	S22312678	Traveling	P22	EBIRD	360	6.000		4	1		0	1	0		Margem direita do Jiparaná, também conhecido como rio Machado.--Condições climáticas desfavoráveis.--Na agradável companhia dos grandes amigos Gustavo Gonsioroski, André Grassi e Vitor Torga Lombardi.		
URN:CornellLabOfOrnithology:EBIRD:OBS302649913	2020-10-15 17:37:19	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Rondônia	BR-RO							Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)	L3481179	H	-8.8955556	-61.5802778	2014-04-01	05:30:00	obsr536027	S22313413	Traveling	P22	EBIRD	450	10.000		4	1		0	1	0		Margem direita do rio Jiparaná, também conhecido como rio Machado.--Na ótima companhia dos grandes amigos Gustavo Gonsioroski, Vitor Torga Lombardi e André Grassi.		
URN:CornellLabOfOrnithology:EBIRD:OBS331985401	2020-10-15 17:37:21	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Rondônia	BR-RO							Machadinho d'Oeste--2 de Novembro - Picada do Varjão	L3794222	H	-8.8554330	-62.1785530	2015-07-10	06:06:00	obsr536027	S24281835	Traveling	P22	EBIRD	420	2.000		3	1	G1351761	0	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS336014471	2018-07-05 16:32:02	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Rondônia	BR-RO							Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)	L3481179	H	-8.8955556	-61.5802778	2015-07-12	05:52:00	obsr412230	S24580772	Traveling	P22	EBIRD	66	6.000		3	1	G1373630	0	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS334798540	2018-07-05 16:32:05	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Rondônia	BR-RO							Machadinho d'Oeste--Alto do Bode	L3815326	H	-8.9482540	-61.5258780	2015-07-12	16:30:00	obsr536027	S24490914	Traveling	P22	EBIRD	138	1.000		3	1	G1373634	0	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
